Sensor,X,Y,Z
0,195.45313,72.046875,15.984375
4,65.56304,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.615,-1.264
0,193.95313,71.28125,14.1875
4,62.564823,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.04,-2.528
0,192.125,69.703125,11.609375
4,66.64639,,
1,-33.915695,18.418444,
3,0,,
2,1.877,-9.5,-2.796
0,191.25,71.46875,10.640625
4,60.336037,,
1,-33.915695,18.418444,
3,0,,
2,1.915,-9.538,-2.643
0,191.32813,71.609375,10.78125
4,66.51193,,
1,-33.915695,18.418444,
3,0,,
2,1.877,-9.5,-2.566
0,190.98438,72.265625,10.421875
4,64.20202,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.577,-2.451
0,191.17188,72.484375,10.578125
4,65.94082,,
1,-33.915695,18.418444,
3,0,,
2,1.877,-9.615,-2.336
0,191.20313,73.046875,10.4375
4,62.62179,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.615,-2.221
0,190.57813,74.484375,9.84375
4,63.246304,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.653,-2.106
0,191.14063,73.53125,10.46875
4,65.67673,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.577,-2.183
0,191.6875,72.171875,11.203125
4,62.31394,,
1,-33.915695,18.418444,
3,0,,
2,1.992,-9.538,-2.413
0,192.40625,71.21875,11.703125
4,66.848145,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.5,-2.566
0,192.34375,71.484375,11.375
4,67.08091,,
1,-33.915695,18.418444,
3,0,,
2,1.992,-9.538,-2.49
0,191.85938,72,10.984375
4,65.44731,,
1,-33.915695,18.418444,
3,0,,
2,1.915,-9.577,-2.451
0,192.09375,72.0625,11.09375
4,67.28485,,
1,-33.915695,18.418444,
3,0,,
2,1.953,-9.577,-2.49
0,191.6875,72.921875,10.8125
4,66.87944,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.653,-2.298
0,192.09375,72.359375,11.3125
4,64.465836,,
1,-33.915695,18.418444,
3,0,,
2,1.953,-9.615,-2.49
0,192.4375,73.4375,11.734375
4,64.02417,,
1,-33.915695,18.418444,
3,0,,
2,2.106,-9.577,-1.953
0,194.46875,71.40625,13.4375
4,67.24254,,
1,-33.915695,18.418444,
3,0,,
2,2.183,-9.538,-2.336
0,196.03125,70.875,14.890625
4,64.92113,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.5,-1.877
0,196.4375,70.890625,14.875
4,64.89756,,
1,-33.915695,18.418444,
3,0,,
2,2.298,-9.577,-1.723
0,195.39063,71.5625,14.3125
4,63.76,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.538,-2.068
0,195.45313,71.421875,14.296875
4,64.43396,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.462,-2.03
0,195.28125,71.515625,14.265625
4,65.20989,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.992
0,195.3125,71.78125,14.234375
4,66.94893,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.5,-2.03
0,195.70313,71.359375,14.453125
4,65.16083,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.5,-2.03
0,195.4375,71.609375,14.15625
4,67.0435,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-2.068
0,195.375,71.71875,14.0625
4,68.7315,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.5,-1.953
0,195.54688,71.640625,14.203125
4,64.703384,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.953
0,195.625,71.5625,14.15625
4,69.28642,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.953
0,195.48438,71.671875,14.171875
4,66.36378,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.5,-1.992
0,195.53125,71.578125,14.234375
4,65.55038,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.5,-1.992
0,195.28125,71.734375,14.078125
4,63.50483,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.5,-1.992
0,195.4375,71.640625,14.171875
4,64.87535,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.462,-1.953
0,195.45313,71.625,14.15625
4,66.04583,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.992
0,195.48438,71.53125,14.15625
4,62.022427,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.992
0,195.90625,71.609375,14.15625
4,70.31151,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.953
0,195.625,71.671875,14.171875
4,66.7382,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.953
0,195.45313,71.65625,14.15625
4,68.02793,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.992
0,195.54688,71.734375,14.171875
4,69.8925,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.953
0,195.25,71.734375,14.140625
4,64.96631,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.953
0,195.67188,71.546875,14.328125
4,66.72722,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.992
0,195.73438,71.75,14.390625
4,65.760574,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.5,-1.915
0,195.625,72.03125,14.1875
4,60.582886,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.5,-1.877
0,195.48438,72.03125,14.015625
4,66.32455,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.915
0,195.51563,72.09375,14
4,64.03402,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.538,-1.915
0,195.70313,72.109375,14.015625
4,65.00841,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.577,-1.877
0,195.48438,72.125,13.953125
4,69.892235,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.538,-1.877
0,195.125,72.0625,14.078125
4,68.78512,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.5,-1.877
0,195.85938,72.390625,13.796875
4,68.24103,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.538,-1.838
0,195.35938,72.28125,13.890625
4,69.06675,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.538,-1.838
0,195.32813,72.28125,13.84375
4,62.636074,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.538,-1.877
0,195.35938,72.109375,14.03125
4,65.96278,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.768,-1.838
0,195.34375,72.53125,13.875
4,68.70083,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.577,-1.877
0,195.07813,72.265625,13.984375
4,65.10616,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.538,-1.8
0,195.0625,72.4375,13.90625
4,62.83316,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.615,-1.8
0,195.42188,72.34375,14.140625
4,69.019684,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.462,-1.762
0,195.48438,72.359375,14.0625
4,63.247383,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.538,-1.8
0,195.04688,72.484375,13.765625
4,65.29313,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.385,-1.723
0,195.10938,72.359375,14.21875
4,67.51869,,
1,-33.915695,18.418444,
3,0,,
2,2.106,-9.385,-1.953
0,194.5625,72.890625,13.5625
4,76.2985,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.5,-1.762
0,195.84375,71.84375,14.890625
4,70.76549,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.5,-1.762
0,196.45313,71.140625,15.71875
4,70.33145,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.385,-1.762
0,195.95313,71.71875,14.96875
4,62.56608,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.27,-1.608
0,196.20313,71.34375,15.484375
4,62.29127,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.5,-1.8
0,196.45313,71.109375,15.6875
4,65.75088,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.538,-1.877
0,196.32813,71.1875,15.515625
4,65.97818,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.462,-1.877
0,196.46875,71.21875,15.53125
4,66.91356,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.462,-1.8
0,196.70313,71.25,15.5625
4,62.64364,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.462,-1.762
0,196.14063,71.265625,15.484375
4,65.191986,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.5,-1.8
0,195.96875,71.21875,15.34375
4,65.61019,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.462,-1.762
0,196.14063,71.109375,15.453125
4,64.59386,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.5,-1.877
0,196.0625,71.3125,15.265625
4,76.62334,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.5,-1.838
0,196.20313,71.359375,15.3125
4,76.65076,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.5,-1.762
0,196.32813,71.3125,15.4375
4,73.24348,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.538,-1.8
0,196.40625,70.984375,15.796875
4,63.874733,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.462,-1.915
0,196.25,71.296875,15.515625
4,72.15972,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.538,-1.8
0,196.73438,71.09375,15.78125
4,67.94062,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.5,-1.762
0,196.84375,70.921875,15.921875
4,63.00047,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.462,-1.762
0,196.32813,71.265625,15.5625
4,64.929115,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.5,-1.762
0,196.42188,71.125,15.6875
4,61.21486,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.538,-1.762
0,196.23438,71.265625,15.625
4,62.899097,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.5,-1.723
0,196.25,71.171875,15.609375
4,63.87837,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.5,-1.8
0,196.53125,71.28125,15.578125
4,62.17376,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.538,-1.762
0,195.60938,71.796875,15.046875
4,65.307976,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.5,-1.762
0,195.70313,71.6875,14.96875
4,64.953674,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.538,-1.8
0,195.8125,71.65625,15.078125
4,63.282978,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.5,-1.762
0,195.92188,71.765625,15.015625
4,67.62948,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.538,-1.762
0,195.95313,71.6875,15
4,74.46566,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.538,-1.8
0,196.01563,71.59375,15.1875
4,64.79619,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.423,-1.723
0,195.76563,71.6875,15.078125
4,62.19823,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.5,-1.762
0,195.70313,71.765625,14.96875
4,68.68135,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.5,-1.762
0,195.84375,71.671875,15.09375
4,65.67037,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.538,-1.762
0,195.96875,71.453125,15.1875
4,62.03879,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.538,-1.838
0,195.71875,71.59375,15.0625
4,77.12314,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.5,-1.762
0,195.875,71.609375,15.015625
4,62.665504,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.5,-1.838
0,195.78125,71.6875,15
4,62.117672,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.5,-1.838
0,195.67188,71.734375,14.890625
4,63.664604,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.5,-1.762
0,195.92188,71.734375,14.9375
4,62.51607,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.723
0,196,71.765625,14.90625
4,62.5928,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.762
0,195.54688,71.8125,14.84375
4,62.158085,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.5,-1.762
0,195.5,71.734375,14.890625
4,61.99312,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.5,-1.8
0,195.59375,71.765625,14.90625
4,63.35307,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.5,-1.762
0,195.26563,71.84375,14.75
4,61.79397,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.762
0,195.67188,71.734375,14.9375
4,63.278915,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.5,-1.8
0,195.78125,71.734375,14.96875
4,62.232872,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.762
0,194.8125,72.796875,14.1875
4,63.06323,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.577,-1.723
0,194.75,72.75,14.15625
4,62.75345,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.692,-1.685
0,195.42188,72.1875,14.65625
4,61.374874,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.538,-1.685
0,194.92188,72.765625,14.09375
4,61.42083,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.577,-1.647
0,194.79688,73.578125,13.59375
4,62.55414,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.577,-1.608
0,195.15625,73.140625,14.0625
4,62.572403,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.615,-1.647
0,195.42188,72.65625,14.484375
4,63.28648,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.538,-1.647
4,64.44248,,
0,195.34375,72.4375,14.65625
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.532
0,195.04688,72.59375,14.515625
4,63.34991,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.577,-1.608
0,194.82813,72.828125,14.390625
4,62.105095,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.5,-1.417
0,193.48438,74.5625,12.78125
4,65.93906,,
1,-33.915695,18.418444,
3,0,,
2,1.953,-9.768,-1.302
0,192.67188,75.640625,11.953125
4,63.781998,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.692,-1.187
0,193.07813,75,12.53125
4,67.5521,,
1,-33.915695,18.418444,
3,0,,
2,2.298,-9.692,-1.57
0,194.82813,72.65625,14.140625
4,67.08863,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.577,-1.685
0,194.17188,73.234375,13.65625
4,61.54633,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.577,-1.608
0,194.07813,73.515625,13.484375
4,61.49904,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.692,-1.685
0,194.42188,73.375,13.734375
4,64.61657,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.538,-1.57
0,194.42188,73.625,13.5625
4,61.87559,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.615,-1.57
0,194.01563,73.59375,13.625
4,62.008327,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.615,-1.494
0,194.20313,73.8125,13.703125
4,64.54154,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.615,-1.647
0,195.3125,72.265625,14.796875
4,66.413704,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.615,-1.8
0,190.9375,74.15625,9.09375
4,66.665535,,
1,-33.915695,18.418444,
3,0,,
2,-0.229,-9.194,-3.179
0,184.51563,70.203125,3.09375
4,66.71813,,
1,-33.915695,18.418444,
3,0,,
2,0.459,-9.423,-2.988
0,184.57813,72.390625,3.34375
4,65.92958,,
1,-33.915695,18.418444,
3,0,,
2,0.881,-9.27,-2.988
0,184.89063,74.125,3.453125
4,66.28593,,
1,-33.915695,18.418444,
3,0,,
2,0.612,-9.615,-2.719
0,185.03125,73.3125,3.671875
4,65.856865,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.615,-2.796
0,185.20313,73.625,3.609375
4,63.33997,,
1,-33.915695,18.418444,
3,0,,
2,0.612,-9.615,-2.758
0,184.76563,74,3.4375
4,63.73539,,
1,-33.915695,18.418444,
3,0,,
2,0.574,-9.73,-2.796
0,184.95313,74.15625,3.671875
4,61.164356,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.615,-2.719
0,185.17188,74.390625,3.609375
4,63.065617,,
1,-33.915695,18.418444,
3,0,,
2,0.612,-9.615,-2.604
0,185.09375,74.625,3.734375
4,66.06155,,
1,-33.915695,18.418444,
3,0,,
2,0.612,-9.653,-2.566
0,185.125,74.671875,3.734375
4,61.866146,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.653,-2.566
0,185.26563,74.5,3.828125
4,63.65881,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.653,-2.604
0,185.39063,74.546875,3.828125
4,63.122196,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.653,-2.604
0,185.6875,74.734375,3.9375
4,62.97136,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.615,-2.528
0,185.625,74.640625,3.84375
4,63.6324,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.615,-2.566
0,185.46875,74.8125,3.890625
4,61.817715,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.615,-2.528
0,185.5,74.625,3.953125
4,62.943745,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.615,-2.566
0,185.32813,74.90625,3.890625
4,60.64519,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.653,-2.49
0,185.375,74.8125,3.9375
4,66.41097,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.615,-2.528
0,185.35938,74.96875,3.890625
4,67.49753,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.615,-2.566
0,185.40625,74.75,3.9375
4,66.855034,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.566
0,185.42188,74.796875,3.953125
4,61.862106,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.653,-2.49
0,185.45313,75,3.953125
4,61.870975,,
1,-33.915695,18.418444,
3,0,,
2,0.651,-9.653,-2.528
0,185.54688,75.015625,3.953125
4,65.22773,,
1,-33.915695,18.418444,
3,0,,
2,0.689,-9.653,-2.49
0,185.8125,74.625,4.171875
4,65.34101,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.615,-2.528
0,185.95313,74.75,4.15625
4,61.988014,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.528
0,185.76563,75,4.109375
4,61.05022,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.615,-2.49
0,185.51563,75.046875,4.171875
4,64.81308,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.692,-2.451
0,185.54688,74.75,4.15625
4,60.60862,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.528
0,185.46875,75,4.171875
4,64.90992,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.451
0,185.48438,75.046875,4.171875
4,68.12925,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.451
0,185.78125,75.234375,4.109375
4,63.785576,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.49
0,185.4375,74.71875,4.21875
4,62.286163,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.528
0,185.5625,74.9375,4.21875
4,66.60387,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.49
0,185.60938,75.1875,4.171875
4,64.667946,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.615,-2.413
0,185.79688,75.046875,4.171875
4,63.454834,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.528
0,186.03125,74.640625,4.328125
4,64.49893,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.49
0,185.57813,75.046875,4.171875
4,60.129894,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.528
0,185.3125,75.203125,4.125
4,62.0778,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.615,-2.413
0,185.625,75.0625,4.171875
4,62.53787,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.413
0,185.65625,74.6875,4.390625
4,63.705338,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.49
0,185.71875,75.203125,4.171875
4,67.62974,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.615,-2.413
0,186.29688,76.296875,4.28125
4,65.22523,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.692,-2.375
0,186.35938,75.296875,4.34375
4,64.66458,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.336
0,185.67188,75.984375,4.234375
4,63.471355,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.692,-2.336
0,185.78125,75.78125,4.28125
4,65.84519,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.653,-2.298
0,186,75.65625,4.328125
4,66.952,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.26
0,185.82813,76,4.28125
4,65.36507,,
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.692,-2.336
0,185.95313,75.9375,4.28125
4,65.19065,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.298
0,185.9375,75.390625,4.453125
4,65.90121,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.413
0,185.67188,75.90625,4.265625
4,62.672867,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.221
0,185.73438,75.984375,4.40625
4,63.79415,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.336
0,185.65625,75.734375,4.390625
4,62.724735,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.336
0,186.32813,75.5625,4.546875
4,62.04379,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.336
0,185.6875,75.859375,4.390625
4,61.311413,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.336
0,185.90625,75.734375,4.4375
4,62.38464,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.336
0,186.20313,75.34375,4.546875
4,61.302925,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.451
0,186.09375,75.5,4.59375
4,62.737083,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.413
0,186.01563,75.75,4.546875
4,65.54598,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.375
0,186.07813,75.4375,4.59375
4,68.71213,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.375
0,186.14063,75.421875,4.65625
4,65.02373,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.375
0,186.21875,75.59375,4.59375
4,63.45626,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.73,-2.375
0,186.125,75.65625,4.546875
4,62.08865,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.336
0,186.21875,75.328125,4.65625
4,63.053078,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.375
0,185.96875,75.6875,4.546875
4,61.42444,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.336
4,64.7525,,
0,185.875,75.828125,4.5
1,-33.915695,18.418444,
3,0,,
2,0.727,-9.692,-2.375
0,186.125,75.640625,4.609375
4,61.76479,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.73,-2.375
0,186.09375,75.609375,4.59375
4,65.5016,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.413
0,186.07813,75.71875,4.5
4,64.632484,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.73,-2.375
0,186.375,75.921875,4.546875
4,63.93144,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.298
0,186.04688,75.796875,4.53125
4,66.039505,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.336
0,186.17188,75.53125,4.59375
4,63.75655,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.375
0,186.07813,75.9375,4.4375
4,65.10785,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.73,-2.26
0,186.23438,75.828125,4.5
4,62.46099,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.298
0,185.89063,75.53125,4.609375
4,62.301537,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.375
0,185.78125,75.859375,4.390625
4,63.915924,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.73,-2.298
0,185.89063,75.859375,4.546875
4,62.805634,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.336
0,185.9375,75.640625,4.609375
4,63.52687,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.375
0,185.9375,75.8125,4.546875
4,63.143894,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.336
0,185.9375,75.953125,4.546875
4,62.185616,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.298
0,186.23438,76.046875,4.5625
4,63.50661,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.298
0,186.35938,75.59375,4.609375
4,64.69554,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.653,-2.375
0,185.96875,75.953125,4.546875
4,65.14725,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.336
0,186.29688,76,4.609375
4,64.12441,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.26
0,185.92188,75.921875,4.5
4,62.9354,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.336
0,186.1875,75.671875,4.609375
4,63.991005,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.653,-2.298
0,186.07813,75.96875,4.5
4,62.95703,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.26
0,185.92188,75.90625,4.546875
4,63.063618,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.298
0,186.1875,75.5,4.65625
4,63.775436,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.298
0,187.0625,76.09375,4.453125
4,62.51783,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.26
0,186.53125,76.171875,4.390625
4,62.592594,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.26
0,186.625,75.8125,4.59375
4,63.348625,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.375
0,186.5625,75.75,4.59375
4,62.129147,,
1,-33.915695,18.418444,
3,0,,
2,0.842,-9.73,-2.26
0,185.98438,75.875,4.59375
4,64.07128,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.692,-2.26
0,186.17188,75.90625,4.609375
4,63.93958,,
1,-33.915695,18.418444,
3,0,,
2,0.766,-9.73,-2.336
0,186.3125,75.5,4.703125
4,65.179756,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.413
0,186.01563,75.75,4.59375
4,64.24738,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.298
0,186.21875,75.78125,4.59375
4,60.445107,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.73,-2.298
0,186.42188,75.796875,4.609375
4,63.475708,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.73,-2.298
0,186.26563,75.625,4.65625
4,63.26841,,
1,-33.915695,18.418444,
3,0,,
2,0.804,-9.692,-2.336
